timestamp,longitude,latitude,speed_mps,acceleration_mps2,turn_rate_dps,heading_degrees,slope_magnitude,slope_aspect,landcover
0,116.00075113115368,39.00073322034209,10.496714153011231,0.4967141530112327,-0.6913215058559232,38.07617222424205,89.99742889404297,333.4349365234375,1.0
1,116.00143841600352,39.00161049831891,11.144402691111924,0.6476885381006925,7.615149282040127,38.07617222424205,89.99742889404297,333.4349365234375,1.0
2,116.00212866694388,39.002455417865846,10.910249316388589,-0.2341533747233359,-1.1706847847459028,39.24685700846052,89.99742889404297,333.4349365234375,1.0
3,116.00285233001738,39.00347334635032,12.48946213189598,1.5792128155073917,3.837173645764544,35.40968336280596,89.99742889404297,333.4349365234375,1.0
4,116.00350164319492,39.00448487660276,12.019987745961028,-0.4694743859349521,2.712800217929823,32.696883145188686,89.99742889404297,333.4349365234375,1.0
5,116.00416492260209,39.005431239927255,11.556570053148564,-0.4634176928124622,-2.328648767851284,35.025531912149745,89.99742889404297,333.4349365234375,2.0
6,116.0049932418646,39.00627144278938,11.7985323247146,0.2419622715660341,-9.56640122328899,44.59193313611436,89.99742889404297,333.4349365234375,1.0
7,116.00573479780635,39.00695325792167,10.073614492201568,-1.7249178325130328,-2.811437646204864,47.40337078124407,89.99742889404297,333.4349365234375,1.0
8,116.00638472915428,39.0075845797066,9.060783371867144,-1.0128311203344238,1.5712366629763694,45.83213412022824,89.99742889404297,333.4349365234375,1.0
9,116.00703492564855,39.00807643269304,8.152759296345932,-0.9080240755212108,-7.061518506676458,52.89365262551118,89.99742889404297,333.4349365234375,1.0
10,116.0078132934982,39.0086414824499,9.618408065267486,1.465648768921554,-1.1288815024326784,54.02253412811956,89.99742889404297,333.4349365234375,1.0
11,116.0086616406485,39.009108901669485,9.68593626995541,0.0675282046879238,-7.123740931067284,61.14627505950735,89.99742889404297,333.4349365234375,1.0
12,116.00945800010494,39.00955777985828,9.141553545430227,-0.5443827245251827,0.5546129485493304,60.59166211111151,89.99742889404297,333.4349365234375,1.0
13,116.01014085597431,39.00997274774582,7.990559968007925,-1.1509935774223028,1.87849009172836,58.71317201950598,0.0,-1.0,0.0
14,116.01078194595492,39.01034032495092,7.38992127808912,-0.600638689918805,-1.458468748966384,60.17164076743706,0.0,-1.0,0.0
15,116.01130881949392,39.01076834698003,6.788214665859723,-0.6017066122293969,9.261390922544688,50.9102498458179,0.0,-1.0,0.0
16,116.01187178012783,39.011145233287486,6.774717441121789,-0.0134972247379339,-5.288554644779502,56.19880449098347,0.0,-1.0,0.0
17,116.01254445552416,39.01149835049721,7.597262353224978,0.822544912103189,-6.104218249855111,62.30302274028949,0.0,-1.0,0.0
18,116.01328728785174,39.01173825913881,7.806125948229734,0.2088635950047554,-9.798350619398878,72.1013733597579,0.0,-1.0,0.0
19,116.01390021873831,39.01194790832593,6.477939899331303,-1.3281860488984305,0.9843061793456176,71.11706717996242,0.0,-1.0,0.0
20,116.01457945311851,39.01219164154385,7.2164064793267135,0.7384665799954104,0.8568414059498525,70.26022577450345,0.0,-1.0,0.0
21,116.0152538725834,39.01241382627576,7.100758196938473,-0.1156482823882405,-1.505518477946444,71.76574425137471,0.0,-1.0,0.0
22,116.015797854778,39.01255587827886,5.622236206571046,-1.4785219903674274,-3.5992210419735438,75.36496529468054,0.0,-1.0,0.0
23,116.01628313031718,39.01273174337476,5.161597435611258,-0.4606387709597875,5.285611131094578,70.07935416360488,0.0,-1.0,0.0
24,116.01682334302278,39.01283778220969,5.505215725179719,0.3436182895684614,-8.81520077681367,78.89455494017726,0.0,-1.0,0.0
25,116.01739880677871,39.0129307812145,5.829299694574514,0.324083969394795,-1.925411402081583,80.81996634222219,0.0,-1.0,0.0
26,116.01790233524824,39.01304000135652,5.152377694268555,-0.6769220003059587,3.0583814442043398,77.76158489694785,0.0,-1.0,0.0
27,116.018493985442,39.01321969995496,6.183377216764506,1.030999522495951,4.656400595580993,73.10518430317616,0.0,-1.0,0.0
28,116.01900934014893,39.01336115650077,5.344159693541868,-0.8392175232226385,-1.546061879256073,74.65124618174622,0.0,-1.0,0.0
29,116.01954188402355,39.01355737397718,5.675423124945432,0.3312634314035639,4.877725635611796,69.77352054499727,0.0,-1.0,0.0
30,116.02003231192948,39.01372910194248,5.196248887100142,-0.4791742378452899,-0.9282948833190856,70.70181542977821,0.0,-1.0,0.0
31,116.02051886691144,39.01384427246612,5.0,-1.1063349740060282,-5.981033120403354,76.68284854851548,0.0,-1.0,0.0
32,116.02106472361712,39.01404400984672,5.812525822394198,0.812525822394198,6.781200142854114,69.9016484068407,0.0,-1.0,0.0
33,116.02158449871789,39.01428766749538,5.740515700813864,-0.0720101215803338,5.01766448946012,64.88398391814565,0.0,-1.0,0.0
34,116.02215071653625,39.01451517560304,6.102151725861498,0.3616360250476341,-3.225598773025621,68.10958269081443,0.0,-1.0,0.0
35,116.0227128267664,39.014834246959005,6.463547331369912,0.3613956055084139,7.690182832329846,60.419399857484564,0.0,-1.0,0.0
36,116.02322342832429,39.01522468525015,6.42772129225996,-0.0358260391099515,7.823218279070031,52.59618157908491,0.0,-1.0,0.0
37,116.02359782908904,39.01555608239463,5.0,-2.6197451040897444,4.109512521876119,48.48666905779856,0.0,-1.0,0.0
38,116.0239874150774,39.015883195886246,5.087047068238172,0.0870470682381712,-1.4950367523293373,49.981705808301726,0.0,-1.0,0.0
39,116.02443554896992,39.01614276576375,5.178807844773674,0.0917607765355023,-9.937844573004464,59.91955038217325,0.0,-1.0,0.0
40,116.02486019147234,39.0164067330821,5.0,-0.2196718878375119,1.785562857558732,58.13398752577252,0.0,-1.0,0.0
41,116.02542524884996,39.0167234999878,6.477894044741516,1.477894044741516,-2.591351091368237,60.72533861608142,0.0,-1.0,0.0
42,116.02593144364432,39.01697881908986,5.669400441848329,-0.8084936028931876,-2.5087852179226826,63.23412383480453,0.0,-1.0,0.0
43,116.02651062220484,39.01729210560809,6.584802559550403,0.915402117702074,1.6437555482984223,61.590368285498165,0.0,-1.0,0.0
44,116.0270297713904,39.01760374562868,6.055042355783364,-0.5297602037670388,2.5663371655667806,59.02403111924706,0.0,-1.0,0.0
45,116.02752862699306,39.017963785738885,6.152119905131404,0.0970775493480403,4.843224952664446,54.18080616793562,0.0,-1.0,0.0
46,116.02797949361772,39.01826997451927,5.450066811254052,-0.7020530938773524,-1.6383107329888411,55.819116900506536,0.0,-1.0,0.0
47,116.02843070757542,39.01849852521879,5.057958658121894,-0.3921081531321576,-7.317574740660593,63.13669164184708,0.0,-1.0,0.0
48,116.02890270305328,39.01875127387124,5.35407893518647,0.296120277064576,1.3052763608994469,61.83141527928891,0.0,-1.0,0.0
49,116.02938022906643,39.01899453985262,5.359192391828931,0.0051134566424608,-1.1729356668757345,63.004350947432066,0.0,-1.0,0.0
50,116.02983377891132,39.01920499777764,5.0,-1.4153707420504142,-2.103226613826795,65.1075775611758,0.0,-1.0,0.0
51,116.03030094015992,39.01938321216481,5.0,-0.3427145165267695,-4.011386346108095,69.11896390652635,0.0,-1.0,0.0
52,116.0307615284808,39.01957778451299,5.0,-0.1612857116660091,2.020254284072692,67.09870962336986,0.0,-1.0,0.0
53,116.03139171188496,39.01985538933969,6.88618590121053,1.8861859012105304,0.8728890641591948,66.22582055972225,0.0,-1.0,0.0
54,116.03204732193208,39.02013912363122,7.143736291933295,0.2575503907227643,-0.372229578830836,66.59805013730438,0.0,-1.0,0.0
55,116.03252731733768,39.02034553828943,5.224965076634254,-1.9187712152990413,-0.1325693772460844,66.73061951380161,0.0,-1.0,0.0
56,116.03295713432738,39.02065309356501,5.28519528657528,0.0602302099410264,12.31621056242643,54.414408952971556,0.0,-1.0,0.0
57,116.03336336638002,39.02096025009464,5.092834321794157,-0.1923609647811225,1.5077367116680622,52.906672240778136,0.0,-1.0,0.0
58,116.03379579156724,39.02122265149512,5.058122552088914,-0.0347117697052433,-5.84339018809766,58.75006242959223,0.0,-1.0,0.0
59,116.03430368365711,39.02157840823703,6.200945366603935,1.1428228145150203,3.759665163433871,54.99039726405401,0.0,-1.0,0.0
60,116.03490636392031,39.02193288527141,6.991977313646982,0.7910319470430469,-4.546937273973695,59.53733453931511,0.0,-1.0,0.0
61,116.03567648684805,39.0222669998962,8.39477162458308,1.4027943109360992,-7.009255313961404,66.54658985475493,0.0,-1.0,0.0
62,116.03641752277612,39.0227745058544,8.981628718383352,0.5868570938002703,10.952278129049892,55.59431172337882,0.0,-1.0,0.0
63,116.03709833412069,39.02319292130524,7.991092393252663,-0.9905363251306885,-2.83148864801386,58.425800372569626,0.0,-1.0,0.0
64,116.03780557716728,39.023585869926166,8.090743758340304,0.0996513650876412,-2.517378270580996,60.943178643130636,0.0,-1.0,0.0
65,116.03837536003633,39.0239069213068,6.540080327274172,-1.5506634310661327,0.3428148740301366,60.60036376865001,0.0,-1.0,0.0
66,116.03884107543212,39.02419531259724,5.477776613548067,-1.0623037137261049,2.367962153175908,58.23240161551161,0.0,-1.0,0.0
67,116.0392267918412,39.02451346798659,5.0,-0.9194242342338032,7.749672025087698,50.4827295927279,0.0,-1.0,0.0
68,116.0396212965554,39.02482065853081,5.0,-0.7832532923362371,-1.610307581028378,52.09303716969263,0.0,-1.0,0.0
69,116.04011563618276,39.02512659668994,5.81351721736967,0.8135172173696698,-6.154321582169776,58.24735875524029,0.0,-1.0,0.0
70,116.04058979388108,39.02550090742533,6.0409771519738,0.2274599346041294,6.535713771412141,51.711644982910606,0.0,-1.0,0.0
71,116.0409772025553,39.02581700000534,5.0,-1.6074832345612275,0.923169292661521,50.788475688748264,0.0,-1.0,0.0
72,116.04136112987167,39.02617653232076,5.259882794248424,0.2598827942484235,3.909114358886552,46.879361331237924,0.0,-1.0,0.0
73,116.04176296300096,39.02647407246296,5.0,-1.236950710878082,-6.602283065421382,53.48164439791556,0.0,-1.0,0.0
74,116.04219807847792,39.02681406203376,5.521941565616897,0.5219415656168976,1.4849233661659302,51.996721030189995,0.0,-1.0,0.0
75,116.04264198065216,39.02718306183128,5.772434415962774,0.2504928503458765,1.7322410474848784,50.26447998292533,0.0,-1.0,0.0
76,116.04302691089356,39.02751646110272,5.092409694384283,-0.6800247215784908,1.1612684858050175,49.103211494061995,0.0,-1.0,0.0
77,116.0434551690996,39.02784300220391,5.385482167682965,0.2930724732986812,-3.571757090131839,52.6749685893765,0.0,-1.0,0.0
78,116.04401312738314,39.02830613262618,7.251256678827722,1.8657745111447568,2.3691646045589376,50.305803982456574,0.0,-1.0,0.0
79,116.04445649043002,39.028719242217335,6.059953181625073,-1.1913034972026486,3.2827680431691486,47.0230359391525,0.0,-1.0,0.0
80,116.04480387341258,39.029090624670985,5.085271511397752,-0.9746816702273214,3.93542301871226,43.08761292123524,0.0,-1.0,0.0
81,116.04526193812534,39.029514930552814,6.243867090405156,1.158595579007404,-4.103411591758553,47.19102451235878,0.0,-1.0,0.0
82,116.04577269661934,39.03002342766105,7.207243219649478,0.9633761292443218,2.0639046346824914,45.12711987787744,0.0,-1.0,0.0
83,116.04624059241402,39.03067593869769,8.029303379643968,0.82206015999449,9.483964913269736,35.64315496461723,0.0,-1.0,0.0
84,116.0467347855082,39.0312773258891,7.783915263641098,-0.2453881160028705,-3.768680821787448,39.411835787442946,0.0,-1.0,0.0
85,116.04720928519794,39.03177750353058,6.894400834015574,-0.8895144296255233,-4.079051424827192,43.49088721079264,0.0,-1.0,0.0
86,116.04766354838478,39.03228583475196,6.81729912460147,-0.0771017094141042,1.7057598740832194,41.78512733665522,0.0,-1.0,0.0
87,116.04809686733137,39.03284751225813,7.093989923931489,0.276690799330019,4.135916245180119,37.64921109242424,0.0,-1.0,0.0
88,116.0484563076051,39.03346061585159,7.106991815809396,0.013001891877907,7.267670385786584,30.38154070509454,0.0,-1.0,0.0
89,116.04865385212686,39.03411571251778,6.84233498257144,-0.2646568332379561,13.600845832948094,16.780694872896547,0.0,-1.0,0.0
90,116.04892229020244,39.03481259958729,7.468002330336446,0.6256673477650062,-4.285787782081413,21.066482656542338,0.0,-1.0,0.0
91,116.0491269045829,39.035418704444034,6.3971098322753335,-1.0708924980611123,2.4123620762159264,18.654120578047653,0.0,-1.0,0.0
92,116.04928756564624,39.03601479772644,6.173647046949482,-0.2234627853258509,3.57000247046046,15.084118106644109,0.0,-1.0,0.0
93,116.0494646174648,39.0366554719119,6.646884671523027,0.4732376245735448,-0.3641445632843638,15.448262674331666,0.0,-1.0,0.0
94,116.04969145470696,39.037189284066365,5.800090953454623,-0.846793718068405,-7.574236123429323,23.022498794475293,0.0,-1.0,0.0
95,116.04986345575313,39.03769625881933,5.3535760013876015,-0.4465149520670211,4.281993971617362,18.740504821999288,0.0,-1.0,0.0
96,116.05009848434412,39.038200987484416,5.567669745517805,0.2140937441302039,-6.2286938935599405,24.969198716657832,0.0,-1.0,0.0
97,116.05032319020376,39.03872926860366,5.740850671368987,0.173180925851182,1.926586898644184,23.042611818141967,0.0,-1.0,0.0
98,116.05051270822986,39.03919195955645,5.0,-0.883857436201133,0.7686255297276395,22.27398629057039,0.0,-1.0,0.0
99,116.05075008973245,39.03963861913221,5.058208718446,0.0582087184459998,-5.714851489153116,27.98883777802736,0.0,-1.0,0.0
